resultado_id,corrida_id,data_corrida,tipo_evento,nome_evento,circuito_rota,regiao,tipo_rota,piso,distancia_km,voltas,pulseira_minima,nivel_pulseira_minima,piloto,pulseira_piloto,nivel_pulseira_piloto,ano_carro,marca_carro,modelo_carro,classe_carro,tracao,potencia_hp,tempo_total_seg,tempo_formatado,gap_para_vencedor_seg,posicao,vencedor,dnf,pontos,creditos_usd,velocidade_media_kmh,clima,hora_largada,registro_sintetico,fonte_eventos,fonte_carros,fonte_pulseiras
RES-0155,RACE-021,2012-10-23,Star Showdown,Star Showdown - Ali Howard,Ali Challenge Route,Carson,Head-to-Head,Asfalto,12.80,1,Green,2,Alex Mercer,Pink,4,2012,Nissan,GT-R Black Edition,A,AWD,530,297.530,00:04:57.530,0.000,1,TRUE,FALSE,0,13000.00,154.90,Chuva leve,19:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0156,RACE-021,2012-10-23,Star Showdown,Star Showdown - Ali Howard,Ali Challenge Route,Carson,Head-to-Head,Asfalto,12.80,1,Green,2,Ali Howard,Green,2,2012,Dodge,Challenger SRT8 392,A,RWD,470,298.294,00:04:58.294,0.764,2,FALSE,FALSE,0,13000.00,154.50,Nublado,19:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0157,RACE-022,2012-10-24,Star Showdown,Star Showdown - Duke Maguire,Duke Challenge Route,Gladstone,Head-to-Head,Asfalto,15.10,1,Blue,3,Duke Maguire,Blue,3,1997,Lamborghini,Diablo SV,S,RWD,510,323.731,00:05:23.731,0.000,1,TRUE,FALSE,0,15500.00,167.90,Vento forte,20:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0158,RACE-022,2012-10-24,Star Showdown,Star Showdown - Duke Maguire,Duke Challenge Route,Gladstone,Head-to-Head,Asfalto,15.10,1,Blue,3,Alex Mercer,Blue,3,2008,BMW,M3,A,RWD,414,327.025,00:05:27.025,3.294,2,FALSE,FALSE,0,15500.00,166.20,Chuva leve,20:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0159,RACE-023,2012-10-25,Star Showdown,Star Showdown - Marko Baran,Marko Challenge Route,Montano Plains,Head-to-Head,Misto,16.40,1,Pink,4,Marko Baran,Pink,4,2012,Nissan,GT-R Black Edition,A,AWD,530,348.000,00:05:48.000,0.000,1,TRUE,FALSE,0,18000.00,169.70,Seco,21:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0160,RACE-023,2012-10-25,Star Showdown,Star Showdown - Marko Baran,Marko Challenge Route,Montano Plains,Head-to-Head,Misto,16.40,1,Pink,4,Alex Mercer,Orange,5,2011,Subaru,Impreza WRX STI,A,AWD,305,350.974,00:05:50.974,2.974,2,FALSE,FALSE,0,18000.00,168.20,Ensolarado,21:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0161,RACE-024,2012-10-26,Star Showdown,Star Showdown - Zaki Malik,Zaki Challenge Route,Clear Springs,Head-to-Head,Asfalto,17.00,1,Orange,5,Alex Mercer,Orange,5,2011,Ford,F-150 SVT Raptor,B,AWD,411,374.596,00:06:14.596,0.000,1,TRUE,FALSE,0,20500.00,163.40,Nublado,22:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0162,RACE-024,2012-10-26,Star Showdown,Star Showdown - Zaki Malik,Zaki Challenge Route,Clear Springs,Head-to-Head,Asfalto,17.00,1,Orange,5,Zaki Malik,Orange,5,2010,Lexus,LFA,S,RWD,552,385.469,00:06:25.469,10.874,2,FALSE,FALSE,0,20500.00,158.80,Vento forte,22:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0163,RACE-025,2012-10-20,Star Showdown,Star Showdown - Hailey Harper,Hailey Challenge Route,Finley Dam,Head-to-Head,Asfalto,18.20,1,Purple,6,Hailey Harper,Purple,6,2004,Saleen,S7,S,RWD,575,361.720,00:06:01.720,0.000,1,TRUE,FALSE,0,23000.00,181.10,Seco,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0164,RACE-025,2012-10-20,Star Showdown,Star Showdown - Hailey Harper,Hailey Challenge Route,Finley Dam,Head-to-Head,Asfalto,18.20,1,Purple,6,Alex Mercer,Gold,7,1983,Audi,Sport quattro,B,AWD,302,397.119,00:06:37.119,35.399,2,FALSE,FALSE,0,23000.00,165.00,Seco,18:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0165,RACE-026,2012-10-21,Star Showdown,Star Showdown - Darius Flynt,Darius Challenge Route,Festival Central,Head-to-Head,Asfalto,20.50,1,Gold,7,Darius Flynt,Gold,7,2010,Ferrari,599XX,S,RWD,720,460.105,00:07:40.105,0.000,1,TRUE,FALSE,0,25500.00,160.40,Ensolarado,19:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0166,RACE-026,2012-10-21,Star Showdown,Star Showdown - Darius Flynt,Darius Challenge Route,Festival Central,Head-to-Head,Asfalto,20.50,1,Gold,7,Alex Mercer,Gold,7,2010,Lexus,LFA,S,RWD,552,476.691,00:07:56.691,16.586,2,FALSE,FALSE,0,25500.00,154.80,Seco,19:30:00,TRUE,https://forzahorizonwiki.com/wiki/domination/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
